                     NAME                 LANGUAGE                  VARIANT
Portuguese (Portugal)+female4                       pt                  female4
Portuguese (Portugal)+female5                       pt                  female5
Portuguese (Portugal)+female_whisper                       pt           female_whisper
Portuguese (Portugal)+grandpa                       pt                  grandpa
Portuguese (Portugal)+klatt                       pt                    klatt
Portuguese (Portugal)+klatt2                       pt                   klatt2
Portuguese (Portugal)+klatt3                       pt                   klatt3
Portuguese (Portugal)+klatt4                       pt                   klatt4
Portuguese (Portugal)+male2                       pt                    male2
Portuguese (Portugal)+male3                       pt                    male3
Portuguese (Portugal)+male4                       pt                    male4
Portuguese (Portugal)+male5                       pt                    male5
Portuguese (Portugal)+male6                       pt                    male6
Portuguese (Portugal)+male7                       pt                    male7
Portuguese (Portugal)+norbert                       pt                  norbert
Portuguese (Portugal)+sandro                       pt                   sandro
Portuguese (Portugal)+shelby                       pt                   shelby
Portuguese (Portugal)+travis                       pt                   travis
Portuguese (Portugal)+victor                       pt                   victor
Portuguese (Portugal)+whisper                       pt                  whisper
Portuguese (Portugal)+male8                       pt                    male8
Portuguese (Portugal)+female1                       pt                  female1
Portuguese (Portugal)+croak                       pt                    croak
Portuguese (Portugal)+male1                       pt                    male1
Portuguese (Portugal)+grandma                       pt                  grandma
      Portuguese (Brazil)                    pt-BR                     none
Portuguese (Brazil)+Andrea                    pt-BR                   Andrea
Portuguese (Brazil)+Annie                    pt-BR                    Annie
Portuguese (Brazil)+Antonio                    pt-BR                  Antonio
Portuguese (Brazil)+Auntie                    pt-BR                   Auntie
Portuguese (Brazil)+Belinda                    pt-BR                  Belinda
Portuguese (Brazil)+Boris                    pt-BR                    Boris
Portuguese (Brazil)+Denis                    pt-BR                    Denis
Portuguese (Brazil)+Diogo                    pt-BR                    Diogo
   Portuguese (Brazil)+Ed                    pt-BR                       Ed
 Portuguese (Brazil)+Gene                    pt-BR                     Gene
Portuguese (Brazil)+Gene2                    pt-BR                    Gene2
Portuguese (Brazil)+Henrique                    pt-BR                 Henrique
 Portuguese (Brazil)+Hugo                    pt-BR                     Hugo
 Portuguese (Brazil)+Iven                    pt-BR                     Iven
Portuguese (Brazil)+Iven2                    pt-BR                    Iven2
Portuguese (Brazil)+Iven3                    pt-BR                    Iven3
Portuguese (Brazil)+Jacky                    pt-BR                    Jacky
 Portuguese (Brazil)+John                    pt-BR                     John
Portuguese (Brazil)+Kaukovalta                    pt-BR               Kaukovalta
Portuguese (Brazil)+Mario                    pt-BR                    Mario
  Portuguese (Brazil)+Max                    pt-BR                      Max
Portuguese (Brazil)+Michael                    pt-BR                  Michael
Portuguese (Brazil)+Michel                    pt-BR                   Michel
Portuguese (Brazil)+Miguel                    pt-BR                   Miguel
Portuguese (Brazil)+Mr_Serious                    pt-BR               Mr_Serious
Portuguese (Brazil)+Nguyen                    pt-BR                   Nguyen
Portuguese (Brazil)+Pablo                    pt-BR                    Pablo
Portuguese (Brazil)+Pablo2                    pt-BR                   Pablo2
 Portuguese (Brazil)+Paul                    pt-BR                     Paul
Portuguese (Brazil)+Pedro                    pt-BR                    Pedro
Portuguese (Brazil)+Quincy                    pt-BR                   Quincy
Portuguese (Brazil)+RicishayMax                    pt-BR              RicishayMax
Portuguese (Brazil)+RicishayMax2                    pt-BR             RicishayMax2
Portuguese (Brazil)+RicishayMax3                    pt-BR             RicishayMax3
  Portuguese (Brazil)+Rob                    pt-BR                      Rob
Portuguese (Brazil)+Robert                    pt-BR                   Robert
Portuguese (Brazil)+Robosoft3                    pt-BR                Robosoft3
Portuguese (Brazil)+Robosoft4                    pt-BR                Robosoft4
Portuguese (Brazil)+Robosoft5                    pt-BR                Robosoft5
Portuguese (Brazil)+Robosoft6                    pt-BR                Robosoft6
Portuguese (Brazil)+Robosoft7                    pt-BR                Robosoft7
Portuguese (Brazil)+Robosoft8                    pt-BR                Robosoft8
Portuguese (Brazil)+Steph                    pt-BR                    Steph
Portuguese (Brazil)+Steph2                    pt-BR                   Steph2
Portuguese (Brazil)+Steph3                    pt-BR                   Steph3
Portuguese (Brazil)+Storm                    pt-BR                    Storm
Portuguese (Brazil)+Tweaky                    pt-BR                   Tweaky
  Portuguese (Brazil)+Zac                    pt-BR                      Zac
Portuguese (Brazil)+anika                    pt-BR                    anika
Portuguese (Brazil)+anikaRobot                    pt-BR               anikaRobot
Portuguese (Brazil)+fast_test                    pt-BR                fast_test
Portuguese (Brazil)+female2                    pt-BR                  female2
Portuguese (Brazil)+female3                    pt-BR                  female3
Portuguese (Brazil)+female4                    pt-BR                  female4
Portuguese (Brazil)+female5                    pt-BR                  female5
Portuguese (Brazil)+female_whisper                    pt-BR           female_whisper
Portuguese (Brazil)+grandpa                    pt-BR                  grandpa
Portuguese (Brazil)+klatt                    pt-BR                    klatt
Portuguese (Brazil)+klatt2                    pt-BR                   klatt2
Portuguese (Brazil)+klatt3                    pt-BR                   klatt3
Portuguese (Brazil)+klatt4                    pt-BR                   klatt4
Portuguese (Brazil)+male2                    pt-BR                    male2
Portuguese (Brazil)+male3                    pt-BR                    male3
Portuguese (Brazil)+male4                    pt-BR                    male4
Portuguese (Brazil)+male5                    pt-BR                    male5
Portuguese (Brazil)+male6                    pt-BR                    male6
Portuguese (Brazil)+male7                    pt-BR                    male7
Portuguese (Brazil)+norbert                    pt-BR                  norbert
Portuguese (Brazil)+sandro                    pt-BR                   sandro
Portuguese (Brazil)+shelby                    pt-BR                   shelby
Portuguese (Brazil)+travis                    pt-BR                   travis
Portuguese (Brazil)+victor                    pt-BR                   victor
Portuguese (Brazil)+whisper                    pt-BR                  whisper
Portuguese (Brazil)+male8                    pt-BR                    male8
Portuguese (Brazil)+female1                    pt-BR                  female1
Portuguese (Brazil)+croak                    pt-BR                    croak
Portuguese (Brazil)+male1                    pt-BR                    male1
Portuguese (Brazil)+grandma                    pt-BR                  grandma
                    Pyash                       py                     none
             Pyash+Andrea                       py                   Andrea
              Pyash+Annie                       py                    Annie
            Pyash+Antonio                       py                  Antonio
             Pyash+Auntie                       py                   Auntie
            Pyash+Belinda                       py                  Belinda
              Pyash+Boris                       py                    Boris
              Pyash+Denis                       py                    Denis
              Pyash+Diogo                       py                    Diogo
                 Pyash+Ed                       py                       Ed
               Pyash+Gene                       py                     Gene
              Pyash+Gene2                       py                    Gene2
           Pyash+Henrique                       py                 Henrique
               Pyash+Hugo                       py                     Hugo
               Pyash+Iven                       py                     Iven
              Pyash+Iven2                       py                    Iven2
              Pyash+Iven3                       py                    Iven3
              Pyash+Jacky                       py                    Jacky
               Pyash+John                       py                     John
         Pyash+Kaukovalta                       py               Kaukovalta
              Pyash+Mario                       py                    Mario
                Pyash+Max                       py                      Max
            Pyash+Michael                       py                  Michael
             Pyash+Michel                       py                   Michel
             Pyash+Miguel                       py                   Miguel
         Pyash+Mr_Serious                       py               Mr_Serious
             Pyash+Nguyen                       py                   Nguyen
              Pyash+Pablo                       py                    Pablo
             Pyash+Pablo2                       py                   Pablo2
               Pyash+Paul                       py                     Paul
              Pyash+Pedro                       py                    Pedro
             Pyash+Quincy                       py                   Quincy
        Pyash+RicishayMax                       py              RicishayMax
       Pyash+RicishayMax2                       py             RicishayMax2
       Pyash+RicishayMax3                       py             RicishayMax3
                Pyash+Rob                       py                      Rob
             Pyash+Robert                       py                   Robert
          Pyash+Robosoft3                       py                Robosoft3
          Pyash+Robosoft4                       py                Robosoft4
          Pyash+Robosoft5                       py                Robosoft5
          Pyash+Robosoft6                       py                Robosoft6
          Pyash+Robosoft7                       py                Robosoft7
          Pyash+Robosoft8                       py                Robosoft8
              Pyash+Steph                       py                    Steph
             Pyash+Steph2                       py                   Steph2
             Pyash+Steph3                       py                   Steph3
              Pyash+Storm                       py                    Storm
             Pyash+Tweaky                       py                   Tweaky
                Pyash+Zac                       py                      Zac
              Pyash+anika                       py                    anika
         Pyash+anikaRobot                       py               anikaRobot
          Pyash+fast_test                       py                fast_test
            Pyash+female2                       py                  female2
            Pyash+female3                       py                  female3
            Pyash+female4                       py                  female4
            Pyash+female5                       py                  female5
     Pyash+female_whisper                       py           female_whisper
            Pyash+grandpa                       py                  grandpa
              Pyash+klatt                       py                    klatt
             Pyash+klatt2                       py                   klatt2
             Pyash+klatt3                       py                   klatt3
             Pyash+klatt4                       py                   klatt4
              Pyash+male2                       py                    male2
              Pyash+male3                       py                    male3
              Pyash+male4                       py                    male4
              Pyash+male5                       py                    male5
              Pyash+male6                       py                    male6
              Pyash+male7                       py                    male7
            Pyash+norbert                       py                  norbert
             Pyash+sandro                       py                   sandro
             Pyash+shelby                       py                   shelby
             Pyash+travis                       py                   travis
             Pyash+victor                       py                   victor
            Pyash+whisper                       py                  whisper
              Pyash+male8                       py                    male8
            Pyash+female1                       py                  female1
              Pyash+croak                       py                    croak
              Pyash+male1                       py                    male1
            Pyash+grandma                       py                  grandma
                  K'iche'                      quc                     none
           K'iche'+Andrea                      quc                   Andrea
            K'iche'+Annie                      quc                    Annie
          K'iche'+Antonio                      quc                  Antonio
           K'iche'+Auntie                      quc                   Auntie
          K'iche'+Belinda                      quc                  Belinda
            K'iche'+Boris                      quc                    Boris
            K'iche'+Denis                      quc                    Denis
            K'iche'+Diogo                      quc                    Diogo
               K'iche'+Ed                      quc                       Ed
             K'iche'+Gene                      quc                     Gene
            K'iche'+Gene2                      quc                    Gene2
         K'iche'+Henrique                      quc                 Henrique
             K'iche'+Hugo                      quc                     Hugo
             K'iche'+Iven                      quc                     Iven
            K'iche'+Iven2                      quc                    Iven2
            K'iche'+Iven3                      quc                    Iven3
            K'iche'+Jacky                      quc                    Jacky
             K'iche'+John                      quc                     John
       K'iche'+Kaukovalta                      quc               Kaukovalta
            K'iche'+Mario                      quc                    Mario
              K'iche'+Max                      quc                      Max
          K'iche'+Michael                      quc                  Michael
           K'iche'+Michel                      quc                   Michel
           K'iche'+Miguel                      quc                   Miguel
       K'iche'+Mr_Serious                      quc               Mr_Serious
           K'iche'+Nguyen                      quc                   Nguyen
            K'iche'+Pablo                      quc                    Pablo
           K'iche'+Pablo2                      quc                   Pablo2
             K'iche'+Paul                      quc                     Paul
            K'iche'+Pedro                      quc                    Pedro
           K'iche'+Quincy                      quc                   Quincy
      K'iche'+RicishayMax                      quc              RicishayMax
     K'iche'+RicishayMax2                      quc             RicishayMax2
     K'iche'+RicishayMax3                      quc             RicishayMax3
              K'iche'+Rob                      quc                      Rob
           K'iche'+Robert                      quc                   Robert
        K'iche'+Robosoft3                      quc                Robosoft3
        K'iche'+Robosoft4                      quc                Robosoft4
        K'iche'+Robosoft5                      quc                Robosoft5
        K'iche'+Robosoft6                      quc                Robosoft6
        K'iche'+Robosoft7                      quc                Robosoft7
        K'iche'+Robosoft8                      quc                Robosoft8
            K'iche'+Steph                      quc                    Steph
           K'iche'+Steph2                      quc                   Steph2
           K'iche'+Steph3                      quc                   Steph3
            K'iche'+Storm                      quc                    Storm
           K'iche'+Tweaky                      quc                   Tweaky
              K'iche'+Zac                      quc                      Zac
            K'iche'+anika                      quc                    anika
       K'iche'+anikaRobot                      quc               anikaRobot
        K'iche'+fast_test                      quc                fast_test
          K'iche'+female2                      quc                  female2
          K'iche'+female3                      quc                  female3
          K'iche'+female4                      quc                  female4
          K'iche'+female5                      quc                  female5
   K'iche'+female_whisper                      quc           female_whisper
          K'iche'+grandpa                      quc                  grandpa
            K'iche'+klatt                      quc                    klatt
           K'iche'+klatt2                      quc                   klatt2
           K'iche'+klatt3                      quc                   klatt3
           K'iche'+klatt4                      quc                   klatt4
            K'iche'+male2                      quc                    male2
            K'iche'+male3                      quc                    male3
            K'iche'+male4                      quc                    male4
            K'iche'+male5                      quc                    male5
            K'iche'+male6                      quc                    male6
            K'iche'+male7                      quc                    male7
          K'iche'+norbert                      quc                  norbert
           K'iche'+sandro                      quc                   sandro
           K'iche'+shelby                      quc                   shelby
           K'iche'+travis                      quc                   travis
           K'iche'+victor                      quc                   victor
          K'iche'+whisper                      quc                  whisper
            K'iche'+male8                      quc                    male8
          K'iche'+female1                      quc                  female1
            K'iche'+croak                      quc                    croak
            K'iche'+male1                      quc                    male1
          K'iche'+grandma                      quc                  grandma
                 Romanian                       ro                     none
          Romanian+Andrea                       ro                   Andrea
           Romanian+Annie                       ro                    Annie
         Romanian+Antonio                       ro                  Antonio
          Romanian+Auntie                       ro                   Auntie
         Romanian+Belinda                       ro                  Belinda
           Romanian+Boris                       ro                    Boris
           Romanian+Denis                       ro                    Denis
           Romanian+Diogo                       ro                    Diogo
              Romanian+Ed                       ro                       Ed
            Romanian+Gene                       ro                     Gene
           Romanian+Gene2                       ro                    Gene2
        Romanian+Henrique                       ro                 Henrique
            Romanian+Hugo                       ro                     Hugo
            Romanian+Iven                       ro                     Iven
           Romanian+Iven2                       ro                    Iven2
           Romanian+Iven3                       ro                    Iven3
           Romanian+Jacky                       ro                    Jacky
            Romanian+John                       ro                     John
      Romanian+Kaukovalta                       ro               Kaukovalta
           Romanian+Mario                       ro                    Mario
             Romanian+Max                       ro                      Max
         Romanian+Michael                       ro                  Michael
          Romanian+Michel                       ro                   Michel
          Romanian+Miguel                       ro                   Miguel
      Romanian+Mr_Serious                       ro               Mr_Serious
          Romanian+Nguyen                       ro                   Nguyen
           Romanian+Pablo                       ro                    Pablo
          Romanian+Pablo2                       ro                   Pablo2
            Romanian+Paul                       ro                     Paul
           Romanian+Pedro                       ro                    Pedro
          Romanian+Quincy                       ro                   Quincy
     Romanian+RicishayMax                       ro              RicishayMax
    Romanian+RicishayMax2                       ro             RicishayMax2
    Romanian+RicishayMax3                       ro             RicishayMax3
             Romanian+Rob                       ro                      Rob
          Romanian+Robert                       ro                   Robert
       Romanian+Robosoft3                       ro                Robosoft3
       Romanian+Robosoft4                       ro                Robosoft4
       Romanian+Robosoft5                       ro                Robosoft5
       Romanian+Robosoft6                       ro                Robosoft6
       Romanian+Robosoft7                       ro                Robosoft7
       Romanian+Robosoft8                       ro                Robosoft8
           Romanian+Steph                       ro                    Steph
          Romanian+Steph2                       ro                   Steph2
          Romanian+Steph3                       ro                   Steph3
           Romanian+Storm                       ro                    Storm
          Romanian+Tweaky                       ro                   Tweaky
             Romanian+Zac                       ro                      Zac
           Romanian+anika                       ro                    anika
      Romanian+anikaRobot                       ro               anikaRobot
       Romanian+fast_test                       ro                fast_test
         Romanian+female2                       ro                  female2
         Romanian+female3                       ro                  female3
         Romanian+female4                       ro                  female4
         Romanian+female5                       ro                  female5
  Romanian+female_whisper                       ro           female_whisper
         Romanian+grandpa                       ro                  grandpa
           Romanian+klatt                       ro                    klatt
          Romanian+klatt2                       ro                   klatt2
          Romanian+klatt3                       ro                   klatt3
          Romanian+klatt4                       ro                   klatt4
           Romanian+male2                       ro                    male2
           Romanian+male3                       ro                    male3
           Romanian+male4                       ro                    male4
           Romanian+male5                       ro                    male5
           Romanian+male6                       ro                    male6
           Romanian+male7                       ro                    male7
         Romanian+norbert                       ro                  norbert
          Romanian+sandro                       ro                   sandro
          Romanian+shelby                       ro                   shelby
          Romanian+travis                       ro                   travis
          Romanian+victor                       ro                   victor
         Romanian+whisper                       ro                  whisper
           Romanian+male8                       ro                    male8
         Romanian+female1                       ro                  female1
           Romanian+croak                       ro                    croak
           Romanian+male1                       ro                    male1
         Romanian+grandma                       ro                  grandma
                  Russian                       ru                     none
           Russian+Andrea                       ru                   Andrea
            Russian+Annie                       ru                    Annie
          Russian+Antonio                       ru                  Antonio
           Russian+Auntie                       ru                   Auntie
          Russian+Belinda                       ru                  Belinda
            Russian+Boris                       ru                    Boris
            Russian+Denis                       ru                    Denis
            Russian+Diogo                       ru                    Diogo
               Russian+Ed                       ru                       Ed
             Russian+Gene                       ru                     Gene
            Russian+Gene2                       ru                    Gene2
         Russian+Henrique                       ru                 Henrique
             Russian+Hugo                       ru                     Hugo
             Russian+Iven                       ru                     Iven
            Russian+Iven2                       ru                    Iven2
            Russian+Iven3                       ru                    Iven3
            Russian+Jacky                       ru                    Jacky
             Russian+John                       ru                     John
       Russian+Kaukovalta                       ru               Kaukovalta
            Russian+Mario                       ru                    Mario
              Russian+Max                       ru                      Max
          Russian+Michael                       ru                  Michael
           Russian+Michel                       ru                   Michel
           Russian+Miguel                       ru                   Miguel
       Russian+Mr_Serious                       ru               Mr_Serious
           Russian+Nguyen                       ru                   Nguyen
            Russian+Pablo                       ru                    Pablo
           Russian+Pablo2                       ru                   Pablo2
             Russian+Paul                       ru                     Paul
            Russian+Pedro                       ru                    Pedro
           Russian+Quincy                       ru                   Quincy
      Russian+RicishayMax                       ru              RicishayMax
     Russian+RicishayMax2                       ru             RicishayMax2
     Russian+RicishayMax3                       ru             RicishayMax3
              Russian+Rob                       ru                      Rob
           Russian+Robert                       ru                   Robert
        Russian+Robosoft3                       ru                Robosoft3
        Russian+Robosoft4                       ru                Robosoft4
        Russian+Robosoft5                       ru                Robosoft5
        Russian+Robosoft6                       ru                Robosoft6
        Russian+Robosoft7                       ru                Robosoft7
        Russian+Robosoft8                       ru                Robosoft8
            Russian+Steph                       ru                    Steph
           Russian+Steph2                       ru                   Steph2
           Russian+Steph3                       ru                   Steph3
            Russian+Storm                       ru                    Storm
           Russian+Tweaky                       ru                   Tweaky
              Russian+Zac                       ru                      Zac
            Russian+anika                       ru                    anika
       Russian+anikaRobot                       ru               anikaRobot
        Russian+fast_test                       ru                fast_test
          Russian+female2                       ru                  female2
          Russian+female3                       ru                  female3
          Russian+female4                       ru                  female4
          Russian+female5                       ru                  female5
   Russian+female_whisper                       ru           female_whisper
          Russian+grandpa                       ru                  grandpa
            Russian+klatt                       ru                    klatt
           Russian+klatt2                       ru                   klatt2
           Russian+klatt3                       ru                   klatt3
           Russian+klatt4                       ru                   klatt4
            Russian+male2                       ru                    male2
            Russian+male3                       ru                    male3
            Russian+male4                       ru                    male4
            Russian+male5                       ru                    male5
            Russian+male6                       ru                    male6
            Russian+male7                       ru                    male7
          Russian+norbert                       ru                  norbert
           Russian+sandro                       ru                   sandro
           Russian+shelby                       ru                   shelby
           Russian+travis                       ru                   travis
           Russian+victor                       ru                   victor
          Russian+whisper                       ru                  whisper
            Russian+male8                       ru                    male8
          Russian+female1                       ru                  female1
            Russian+croak                       ru                    croak
            Russian+male1                       ru                    male1
          Russian+grandma                       ru                  grandma
         Russian (Latvia)                    ru-LV                     none
  Russian (Latvia)+Andrea                    ru-LV                   Andrea
   Russian (Latvia)+Annie                    ru-LV                    Annie
 Russian (Latvia)+Antonio                    ru-LV                  Antonio
  Russian (Latvia)+Auntie                    ru-LV                   Auntie
 Russian (Latvia)+Belinda                    ru-LV                  Belinda
   Russian (Latvia)+Boris                    ru-LV                    Boris
   Russian (Latvia)+Denis                    ru-LV                    Denis
   Russian (Latvia)+Diogo                    ru-LV                    Diogo
      Russian (Latvia)+Ed                    ru-LV                       Ed
    Russian (Latvia)+Gene                    ru-LV                     Gene
   Russian (Latvia)+Gene2                    ru-LV                    Gene2
Russian (Latvia)+Henrique                    ru-LV                 Henrique
    Russian (Latvia)+Hugo                    ru-LV                     Hugo
    Russian (Latvia)+Iven                    ru-LV                     Iven
   Russian (Latvia)+Iven2                    ru-LV                    Iven2
   Russian (Latvia)+Iven3                    ru-LV                    Iven3
   Russian (Latvia)+Jacky                    ru-LV                    Jacky
    Russian (Latvia)+John                    ru-LV                     John
Russian (Latvia)+Kaukovalta                    ru-LV               Kaukovalta
   Russian (Latvia)+Mario                    ru-LV                    Mario
     Russian (Latvia)+Max                    ru-LV                      Max
 Russian (Latvia)+Michael                    ru-LV                  Michael
  Russian (Latvia)+Michel                    ru-LV                   Michel
  Russian (Latvia)+Miguel                    ru-LV                   Miguel
Russian (Latvia)+Mr_Serious                    ru-LV               Mr_Serious
  Russian (Latvia)+Nguyen                    ru-LV                   Nguyen
   Russian (Latvia)+Pablo                    ru-LV                    Pablo
  Russian (Latvia)+Pablo2                    ru-LV                   Pablo2
    Russian (Latvia)+Paul                    ru-LV                     Paul
   Russian (Latvia)+Pedro                    ru-LV                    Pedro
  Russian (Latvia)+Quincy                    ru-LV                   Quincy
Russian (Latvia)+RicishayMax                    ru-LV              RicishayMax
Russian (Latvia)+RicishayMax2                    ru-LV             RicishayMax2
Russian (Latvia)+RicishayMax3                    ru-LV             RicishayMax3
     Russian (Latvia)+Rob                    ru-LV                      Rob
  Russian (Latvia)+Robert                    ru-LV                   Robert
Russian (Latvia)+Robosoft3                    ru-LV                Robosoft3
Russian (Latvia)+Robosoft4                    ru-LV                Robosoft4
Russian (Latvia)+Robosoft5                    ru-LV                Robosoft5
Russian (Latvia)+Robosoft6                    ru-LV                Robosoft6
Russian (Latvia)+Robosoft7                    ru-LV                Robosoft7
Russian (Latvia)+Robosoft8                    ru-LV                Robosoft8
   Russian (Latvia)+Steph                    ru-LV                    Steph
  Russian (Latvia)+Steph2                    ru-LV                   Steph2
  Russian (Latvia)+Steph3                    ru-LV                   Steph3
   Russian (Latvia)+Storm                    ru-LV                    Storm
  Russian (Latvia)+Tweaky                    ru-LV                   Tweaky
     Russian (Latvia)+Zac                    ru-LV                      Zac
   Russian (Latvia)+anika                    ru-LV                    anika
Russian (Latvia)+anikaRobot                    ru-LV               anikaRobot
Russian (Latvia)+fast_test                    ru-LV                fast_test
 Russian (Latvia)+female2                    ru-LV                  female2
 Russian (Latvia)+female3                    ru-LV                  female3
 Russian (Latvia)+female4                    ru-LV                  female4
 Russian (Latvia)+female5                    ru-LV                  female5
Russian (Latvia)+female_whisper                    ru-LV           female_whisper
 Russian (Latvia)+grandpa                    ru-LV                  grandpa
   Russian (Latvia)+klatt                    ru-LV                    klatt
  Russian (Latvia)+klatt2                    ru-LV                   klatt2
  Russian (Latvia)+klatt3                    ru-LV                   klatt3
  Russian (Latvia)+klatt4                    ru-LV                   klatt4
   Russian (Latvia)+male2                    ru-LV                    male2
   Russian (Latvia)+male3                    ru-LV                    male3
   Russian (Latvia)+male4                    ru-LV                    male4
   Russian (Latvia)+male5                    ru-LV                    male5
   Russian (Latvia)+male6                    ru-LV                    male6
   Russian (Latvia)+male7                    ru-LV                    male7
 Russian (Latvia)+norbert                    ru-LV                  norbert
  Russian (Latvia)+sandro                    ru-LV                   sandro
  Russian (Latvia)+shelby                    ru-LV                   shelby
  Russian (Latvia)+travis                    ru-LV                   travis
  Russian (Latvia)+victor                    ru-LV                   victor
 Russian (Latvia)+whisper                    ru-LV                  whisper
   Russian (Latvia)+male8                    ru-LV                    male8
 Russian (Latvia)+female1                    ru-LV                  female1
   Russian (Latvia)+croak                    ru-LV                    croak
   Russian (Latvia)+male1                    ru-LV                    male1
 Russian (Latvia)+grandma                    ru-LV                  grandma
                   Sindhi                       sd                     none
            Sindhi+Andrea                       sd                   Andrea
             Sindhi+Annie                       sd                    Annie
           Sindhi+Antonio                       sd                  Antonio
            Sindhi+Auntie                       sd                   Auntie
           Sindhi+Belinda                       sd                  Belinda
             Sindhi+Boris                       sd                    Boris
             Sindhi+Denis                       sd                    Denis
             Sindhi+Diogo                       sd                    Diogo
                Sindhi+Ed                       sd                       Ed
              Sindhi+Gene                       sd                     Gene
             Sindhi+Gene2                       sd                    Gene2
          Sindhi+Henrique                       sd                 Henrique
              Sindhi+Hugo                       sd                     Hugo
              Sindhi+Iven                       sd                     Iven
             Sindhi+Iven2                       sd                    Iven2
             Sindhi+Iven3                       sd                    Iven3
             Sindhi+Jacky                       sd                    Jacky
              Sindhi+John                       sd                     John
        Sindhi+Kaukovalta                       sd               Kaukovalta
             Sindhi+Mario                       sd                    Mario
               Sindhi+Max                       sd                      Max
           Sindhi+Michael                       sd                  Michael
            Sindhi+Michel                       sd                   Michel
            Sindhi+Miguel                       sd                   Miguel
        Sindhi+Mr_Serious                       sd               Mr_Serious
            Sindhi+Nguyen                       sd                   Nguyen
             Sindhi+Pablo                       sd                    Pablo
            Sindhi+Pablo2                       sd                   Pablo2
              Sindhi+Paul                       sd                     Paul
             Sindhi+Pedro                       sd                    Pedro
            Sindhi+Quincy                       sd                   Quincy
       Sindhi+RicishayMax                       sd              RicishayMax
      Sindhi+RicishayMax2                       sd             RicishayMax2
      Sindhi+RicishayMax3                       sd             RicishayMax3
               Sindhi+Rob                       sd                      Rob
            Sindhi+Robert                       sd                   Robert
         Sindhi+Robosoft3                       sd                Robosoft3
         Sindhi+Robosoft4                       sd                Robosoft4
         Sindhi+Robosoft5                       sd                Robosoft5
         Sindhi+Robosoft6                       sd                Robosoft6
         Sindhi+Robosoft7                       sd                Robosoft7
         Sindhi+Robosoft8                       sd                Robosoft8
             Sindhi+Steph                       sd                    Steph
            Sindhi+Steph2                       sd                   Steph2
            Sindhi+Steph3                       sd                   Steph3
             Sindhi+Storm                       sd                    Storm
            Sindhi+Tweaky                       sd                   Tweaky
               Sindhi+Zac                       sd                      Zac
             Sindhi+anika                       sd                    anika
        Sindhi+anikaRobot                       sd               anikaRobot
         Sindhi+fast_test                       sd                fast_test
           Sindhi+female2                       sd                  female2
           Sindhi+female3                       sd                  female3
           Sindhi+female4                       sd                  female4
           Sindhi+female5                       sd                  female5
    Sindhi+female_whisper                       sd           female_whisper
           Sindhi+grandpa                       sd                  grandpa
             Sindhi+klatt                       sd                    klatt
            Sindhi+klatt2                       sd                   klatt2
            Sindhi+klatt3                       sd                   klatt3
            Sindhi+klatt4                       sd                   klatt4
             Sindhi+male2                       sd                    male2
             Sindhi+male3                       sd                    male3
             Sindhi+male4                       sd                    male4
             Sindhi+male5                       sd                    male5
             Sindhi+male6                       sd                    male6
             Sindhi+male7                       sd                    male7
           Sindhi+norbert                       sd                  norbert
            Sindhi+sandro                       sd                   sandro
            Sindhi+shelby                       sd                   shelby
            Sindhi+travis                       sd                   travis
            Sindhi+victor                       sd                   victor
           Sindhi+whisper                       sd                  whisper
             Sindhi+male8                       sd                    male8
           Sindhi+female1                       sd                  female1
             Sindhi+croak                       sd                    croak
             Sindhi+male1                       sd                    male1
           Sindhi+grandma                       sd                  grandma
           Shan (Tai Yai)                      shn                     none
    Shan (Tai Yai)+Andrea                      shn                   Andrea
     Shan (Tai Yai)+Annie                      shn                    Annie
   Shan (Tai Yai)+Antonio                      shn                  Antonio
    Shan (Tai Yai)+Auntie                      shn                   Auntie
   Shan (Tai Yai)+Belinda                      shn                  Belinda
     Shan (Tai Yai)+Boris                      shn                    Boris
     Shan (Tai Yai)+Denis                      shn                    Denis
     Shan (Tai Yai)+Diogo                      shn                    Diogo
        Shan (Tai Yai)+Ed                      shn                       Ed
      Shan (Tai Yai)+Gene                      shn                     Gene
     Shan (Tai Yai)+Gene2                      shn                    Gene2
